Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Total_Guests,Calculated_Nights,Booking_Year,Arrival_Year,Arrival_Month,Booking_Month,Revenue_Per_Guest,Booking_Status,Lead_Time_Category
HTL013559,City Hotel,Lisbon,2024-01-30,2024-06-25,147,2,5,3,2.0,0,CAN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,157.0,0.0,3,Contract,FB,7,164.68,0,0,4.2,Check-Out,0,2024-06-27,1152.74,5.0,7,2024,2024,June,January,230.548,Confirmed,91-180 Days
HTL002318,Resort Hotel,Algarve,2024-06-10,2024-09-14,96,0,4,3,0.0,0,AUS,Online TA,TA/TO,1,0,5,A,A,1,Non Refund,176.0,0.0,0,Contract,HB,4,134.71,0,0,4.14,Canceled,1,2024-09-16,538.86,3.0,4,2024,2024,September,June,179.62,Canceled,91-180 Days
HTL024921,Resort Hotel,Goa,2025-12-05,2026-11-23,353,1,2,2,1.0,0,JPN,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,2.0,0.0,2,Group,SC,3,135.69,1,1,4.02,Canceled,1,2026-11-23,407.07,3.0,3,2025,2026,November,December,135.69,Canceled,181-365 Days
HTL008259,Resort Hotel,Goa,2024-07-19,2024-12-09,143,0,6,2,1.0,0,AUS,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,23.0,0.0,0,Contract,BB,6,132.2,0,1,3.21,Canceled,1,2024-12-11,793.2,3.0,6,2024,2024,December,July,264.40000000000003,Canceled,91-180 Days
HTL003976,City Hotel,Lisbon,2025-12-05,2026-07-12,219,3,1,2,0.0,0,CAN,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,29.0,0.0,0,Transient-Party,FB,4,164.11,0,1,3.47,Canceled,1,2026-07-16,656.44,2.0,4,2025,2026,July,December,328.22,Canceled,181-365 Days
HTL022229,Resort Hotel,Bali,2025-01-22,2025-12-30,342,3,8,2,0.0,0,NOR,Online TA,TA/TO,1,0,1,A,A,2,No Deposit,95.0,0.0,0,Transient,HB,11,163.28,0,0,3.86,Canceled,1,2025-12-31,1796.03,2.0,11,2025,2025,December,January,898.015,Canceled,181-365 Days
HTL005114,City Hotel,Barcelona,2025-01-15,2025-03-08,52,0,6,2,0.0,0,JPN,Groups,TA/TO,0,0,0,C,C,0,No Deposit,167.0,1014.0,0,Contract,BB,6,46.23,0,3,4.41,Check-Out,0,2025-03-13,277.4,2.0,6,2025,2025,March,January,138.7,Confirmed,31-90 Days
HTL002716,City Hotel,Amsterdam,2024-07-24,2025-02-17,208,1,1,2,0.0,0,ITA,Corporate,Corporate,1,0,2,H,H,0,No Deposit,143.0,1022.0,0,Transient-Party,FB,2,154.99,0,1,3.78,Canceled,1,2025-02-18,309.97,2.0,2,2024,2025,February,July,154.985,Canceled,181-365 Days
HTL000325,City Hotel,London,2025-08-09,2026-06-04,299,1,0,2,0.0,0,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,78.0,0.0,0,Transient,FB,1,78.48,0,2,4.46,Canceled,1,2026-06-05,78.48,2.0,1,2025,2026,June,August,39.24,Canceled,181-365 Days
HTL022390,City Hotel,Barcelona,2024-06-24,2024-08-05,42,1,0,3,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,D,D,1,Non Refund,29.0,0.0,0,Group,Undefined,1,139.2,0,1,3.63,Canceled,1,2024-08-05,139.2,3.0,1,2024,2024,August,June,46.4,Canceled,31-90 Days
HTL010317,City Hotel,Barcelona,2024-05-06,2025-03-23,321,1,0,2,0.0,0,FRA,Online TA,TA/TO,1,0,3,H,F,0,Non Refund,7.0,0.0,0,Transient,Undefined,1,103.42,2,1,3.68,Canceled,1,2025-03-23,103.42,2.0,1,2024,2025,March,May,51.71,Canceled,181-365 Days
HTL019741,Resort Hotel,Maldives,2025-10-02,2026-07-10,281,2,5,3,0.0,0,IRL,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,18.0,0.0,0,Contract,HB,7,135.78,0,1,4.14,Canceled,1,2026-07-14,950.46,3.0,7,2025,2026,July,October,316.82,Canceled,181-365 Days
HTL009106,Resort Hotel,Bali,2025-03-03,2025-10-09,220,1,3,2,0.0,0,SWE,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,146.0,0.0,0,Transient-Party,HB,4,218.61,0,2,4.14,Canceled,1,2025-10-11,874.46,2.0,4,2025,2025,October,March,437.23,Canceled,181-365 Days
HTL013475,Resort Hotel,Maldives,2024-04-03,2024-11-09,220,0,4,4,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,F,G,0,Non Refund,140.0,0.0,0,Transient,BB,4,169.18,0,3,4.41,Canceled,1,2024-11-10,676.71,4.0,4,2024,2024,November,April,169.1775,Canceled,181-365 Days
HTL023775,City Hotel,London,2024-05-16,2024-10-26,163,1,2,2,1.0,0,SWE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0.0,0.0,1,Group,HB,3,117.81,0,1,3.61,Canceled,1,2024-10-28,353.44,3.0,3,2024,2024,October,May,117.81333333333333,Canceled,91-180 Days
HTL012567,Resort Hotel,Goa,2024-06-27,2025-01-22,209,2,1,3,0.0,0,USA,Offline TA/TO,TA/TO,0,0,0,H,H,1,Non Refund,139.0,0.0,0,Transient-Party,HB,3,177.14,0,0,3.16,Canceled,1,2025-01-23,531.43,3.0,3,2024,2025,January,June,177.14333333333332,Canceled,181-365 Days
HTL017423,City Hotel,Amsterdam,2025-08-27,2025-09-03,7,0,1,2,0.0,0,NOR,Offline TA/TO,TA/TO,0,0,0,F,D,0,Refundable,16.0,0.0,14,Transient-Party,BB,1,144.42,0,0,3.72,Check-Out,0,2025-09-04,144.42,2.0,1,2025,2025,September,August,72.21,Confirmed,0-7 Days
HTL008846,City Hotel,Dubai,2024-10-01,2024-12-18,78,2,3,1,0.0,0,ITA,Direct,Direct,0,0,0,A,A,0,Non Refund,91.0,0.0,0,Contract,BB,5,112.09,0,1,3.11,Canceled,1,2024-12-21,560.47,1.0,5,2024,2024,December,October,560.47,Canceled,31-90 Days
HTL012725,City Hotel,Amsterdam,2025-08-20,2026-06-25,309,0,3,2,1.0,0,CAN,Corporate,Corporate,0,0,0,C,C,1,Non Refund,96.0,1033.0,0,Group,SC,3,127.47,1,1,3.86,Canceled,1,2026-06-28,382.41,3.0,3,2025,2026,June,August,127.47000000000001,Canceled,181-365 Days
HTL014669,City Hotel,Amsterdam,2025-03-19,2026-02-16,334,1,2,3,1.0,0,USA,Direct,Direct,0,0,0,E,D,1,Non Refund,168.0,0.0,0,Transient-Party,Undefined,3,142.38,0,2,3.32,Canceled,1,2026-02-18,427.14,4.0,3,2025,2026,February,March,106.785,Canceled,181-365 Days
HTL004104,City Hotel,London,2025-11-01,2026-02-02,93,2,7,2,0.0,0,FRA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,149.0,0.0,0,Group,BB,9,87.03,0,3,4.36,Canceled,1,2026-02-06,783.31,2.0,9,2025,2026,February,November,391.655,Canceled,91-180 Days
HTL020753,City Hotel,London,2024-10-19,2025-10-14,360,3,2,2,1.0,0,SAU,Offline TA/TO,TA/TO,1,0,8,F,F,0,Non Refund,110.0,0.0,0,Contract,SC,5,157.65,2,0,3.86,Canceled,1,2025-10-17,788.23,3.0,5,2024,2025,October,October,262.74333333333334,Canceled,181-365 Days
HTL001852,City Hotel,Amsterdam,2024-01-24,2024-10-15,265,1,4,2,0.0,0,IND,Offline TA/TO,TA/TO,0,0,0,G,G,0,Non Refund,17.0,0.0,0,Transient-Party,Undefined,5,149.49,1,0,3.61,Canceled,1,2024-10-16,747.47,2.0,5,2024,2024,October,January,373.735,Canceled,181-365 Days
HTL009554,City Hotel,Amsterdam,2024-03-25,2025-03-09,349,0,3,2,1.0,0,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,122.0,0.0,0,Transient-Party,BB,3,57.66,0,0,2.94,Canceled,1,2025-03-12,172.98,3.0,3,2024,2025,March,March,57.66,Canceled,181-365 Days
HTL023468,City Hotel,London,2025-12-28,2026-03-01,63,2,2,2,1.0,0,Unknown,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,120.0,0.0,0,Contract,FB,4,117.03,1,2,4.26,Check-Out,0,2026-03-01,468.1,3.0,4,2025,2026,March,December,156.03333333333333,Confirmed,31-90 Days
HTL010629,City Hotel,Dubai,2025-07-28,2026-04-04,250,0,1,2,0.0,0,USA,Offline TA/TO,TA/TO,0,0,0,H,H,3,No Deposit,142.0,0.0,7,Group,SC,1,172.38,1,5,4.1,Canceled,1,2026-04-05,172.38,2.0,1,2025,2026,April,July,86.19,Canceled,181-365 Days
HTL022113,City Hotel,Barcelona,2025-05-27,2025-07-22,56,1,3,3,0.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,A,H,1,No Deposit,54.0,0.0,0,Transient-Party,BB,4,90.18,0,0,3.37,Check-Out,0,2025-07-26,360.74,3.0,4,2025,2025,July,May,120.24666666666667,Confirmed,31-90 Days
HTL013765,City Hotel,Barcelona,2024-11-18,2024-12-30,42,1,2,2,0.0,0,POL,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,81.0,0.0,3,Group,BB,3,122.38,0,2,4.09,Canceled,1,2025-01-02,367.13,2.0,3,2024,2024,December,November,183.565,Canceled,31-90 Days
HTL014825,City Hotel,Lisbon,2024-02-05,2024-06-24,140,3,1,2,0.0,0,Unknown,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,20.0,0.0,0,Transient,FB,4,126.51,0,1,3.59,Canceled,1,2024-06-25,506.04,2.0,4,2024,2024,June,February,253.02,Canceled,91-180 Days
HTL019246,Resort Hotel,Algarve,2024-10-25,2025-01-27,94,0,8,2,2.0,0,IRL,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,13.0,0.0,2,Group,BB,8,111.66,0,3,4.82,Check-Out,0,2025-02-03,893.26,4.0,8,2024,2025,January,October,223.315,Confirmed,91-180 Days
HTL021746,City Hotel,London,2025-03-18,2026-01-04,292,2,3,2,0.0,0,IRL,Groups,TA/TO,0,0,0,D,G,0,No Deposit,9.0,1022.0,0,Group,FB,5,58.84,1,0,3.21,Canceled,1,2026-01-04,294.18,2.0,5,2025,2026,January,March,147.09,Canceled,181-365 Days
HTL012888,Resort Hotel,Algarve,2025-03-10,2025-12-19,284,1,6,2,0.0,0,ITA,Online TA,TA/TO,0,0,0,C,D,0,Non Refund,4.0,0.0,2,Transient-Party,FB,7,157.15,1,1,3.37,Canceled,1,2025-12-25,1100.03,2.0,7,2025,2025,December,March,550.015,Canceled,181-365 Days
HTL019601,City Hotel,Lisbon,2024-09-24,2025-02-16,145,0,4,2,0.0,0,IND,Online TA,TA/TO,0,0,0,A,A,4,Non Refund,136.0,0.0,0,Transient,HB,4,82.44,0,1,3.11,Canceled,1,2025-02-18,329.74,2.0,4,2024,2025,February,September,164.87,Canceled,91-180 Days
HTL020433,Resort Hotel,Algarve,2025-04-08,2025-10-20,195,3,0,2,0.0,0,SWE,Corporate,Corporate,0,0,0,C,C,2,No Deposit,6.0,1077.0,2,Group,BB,3,135.22,0,0,2.88,Canceled,1,2025-10-22,405.65,2.0,3,2025,2025,October,April,202.825,Canceled,181-365 Days
HTL015001,City Hotel,Lisbon,2025-04-13,2025-10-03,173,1,0,2,1.0,0,AUS,Corporate,Corporate,0,0,0,B,G,0,Non Refund,75.0,1082.0,1,Transient-Party,SC,1,68.46,1,1,4.09,Check-Out,0,2025-10-04,68.46,3.0,1,2025,2025,October,April,22.819999999999997,Confirmed,91-180 Days
HTL007513,City Hotel,London,2025-03-05,2025-07-22,139,3,1,2,1.0,0,USA,Direct,Direct,0,0,0,H,H,2,Refundable,176.0,0.0,0,Group,FB,4,206.79,0,1,4.21,Canceled,1,2025-07-23,827.18,3.0,4,2025,2025,July,March,275.72666666666663,Canceled,91-180 Days
HTL010736,City Hotel,Lisbon,2024-09-06,2024-11-12,67,0,2,2,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0.0,0,Transient,SC,2,51.23,1,0,4.34,Canceled,1,2024-11-13,102.46,2.0,2,2024,2024,November,September,51.23,Canceled,31-90 Days
HTL013585,City Hotel,Amsterdam,2024-03-26,2024-11-12,231,0,3,2,0.0,1,SAU,Direct,Direct,0,0,0,C,C,0,No Deposit,123.0,0.0,0,Contract,Undefined,3,60.29,0,2,4.47,Check-Out,0,2024-11-13,180.86,3.0,3,2024,2024,November,March,60.28666666666667,Confirmed,181-365 Days
HTL012720,Resort Hotel,Maldives,2024-10-06,2025-01-09,95,2,3,4,0.0,0,POL,Direct,Direct,0,0,0,H,H,2,Non Refund,106.0,0.0,0,Group,FB,5,237.04,0,1,4.15,Canceled,1,2025-01-10,1185.22,4.0,5,2024,2025,January,October,296.305,Canceled,91-180 Days
HTL007203,City Hotel,Barcelona,2024-03-17,2024-07-30,135,3,2,2,2.0,0,CHE,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,76.0,0.0,0,Group,Undefined,5,140.75,0,2,3.49,Canceled,1,2024-08-02,703.74,4.0,5,2024,2024,July,March,175.935,Canceled,91-180 Days
HTL002329,City Hotel,London,2024-12-07,2025-12-02,360,3,3,2,0.0,0,CAN,Corporate,Corporate,0,0,0,C,C,1,No Deposit,170.0,1088.0,0,Group,Undefined,6,105.48,0,1,3.29,No-Show,1,2025-12-02,632.91,2.0,6,2024,2025,December,December,316.455,Canceled,181-365 Days
HTL001715,City Hotel,Dubai,2025-05-26,2025-11-21,179,2,1,2,0.0,0,POL,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,162.0,0.0,0,Transient,Unknown,3,64.71,2,1,4.44,No-Show,1,2025-11-23,194.13,2.0,3,2025,2025,November,May,97.065,Canceled,91-180 Days
HTL022030,City Hotel,Amsterdam,2024-11-11,2024-12-14,33,0,1,2,2.0,0,CHE,Online TA,TA/TO,0,0,0,G,H,2,Non Refund,159.0,0.0,0,Transient,Undefined,1,173.88,0,1,3.34,No-Show,1,2024-12-14,173.88,4.0,1,2024,2024,December,November,43.47,Canceled,31-90 Days
HTL008870,Resort Hotel,Phuket,2025-08-12,2026-04-29,260,1,3,2,1.0,0,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,173.0,0.0,0,Transient-Party,HB,4,112.67,0,0,4.14,Check-Out,0,2026-05-02,450.69,3.0,4,2025,2026,April,August,150.23,Confirmed,181-365 Days
HTL014109,City Hotel,Amsterdam,2024-10-17,2025-03-03,137,0,6,3,0.0,0,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,108.0,0.0,0,Group,BB,6,41.91,0,1,4.05,Canceled,1,2025-03-06,251.46,3.0,6,2024,2025,March,October,83.82000000000001,Canceled,91-180 Days
HTL013599,City Hotel,London,2025-06-25,2026-05-15,324,0,3,3,0.0,0,SAU,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,109.0,0.0,2,Transient-Party,Undefined,3,103.13,0,0,4.33,Canceled,1,2026-05-17,309.4,3.0,3,2025,2026,May,June,103.13333333333333,Canceled,181-365 Days
HTL017284,City Hotel,Dubai,2025-11-27,2026-08-17,263,1,0,2,0.0,0,JPN,Online TA,TA/TO,1,0,7,B,E,0,No Deposit,73.0,0.0,0,Contract,Undefined,1,120.95,0,0,3.57,Check-Out,0,2026-08-18,120.95,2.0,1,2025,2026,August,November,60.475,Confirmed,181-365 Days
HTL023832,City Hotel,Barcelona,2024-04-21,2024-08-30,131,2,0,1,0.0,0,CAN,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,174.0,0.0,1,Contract,SC,2,135.94,0,0,4.53,Canceled,1,2024-09-01,271.88,1.0,2,2024,2024,August,April,271.88,Canceled,91-180 Days
HTL017935,City Hotel,Barcelona,2024-01-17,2024-05-21,125,1,3,1,1.0,0,CHE,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,38.0,0.0,3,Contract,BB,4,114.54,0,1,4.13,Canceled,1,2024-05-24,458.15,2.0,4,2024,2024,May,January,229.075,Canceled,91-180 Days
HTL006439,City Hotel,Barcelona,2024-08-09,2025-04-23,257,1,1,4,0.0,0,IND,Online TA,TA/TO,1,0,12,E,E,0,No Deposit,65.0,0.0,0,Contract,BB,2,140.32,0,1,3.97,Canceled,1,2025-04-24,280.64,4.0,2,2024,2025,April,August,70.16,Canceled,181-365 Days
HTL014810,Resort Hotel,Algarve,2025-02-18,2025-11-18,273,2,1,4,0.0,0,POL,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,141.0,0.0,0,Transient-Party,Undefined,3,165.83,0,4,4.57,Canceled,1,2025-11-19,497.48,4.0,3,2025,2025,November,February,124.37,Canceled,181-365 Days
HTL009023,Resort Hotel,Maldives,2024-04-25,2024-11-12,201,0,5,3,0.0,0,CHN,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,8.0,0.0,0,Transient,HB,5,144.99,0,0,4.45,Canceled,1,2024-11-16,724.93,3.0,5,2024,2024,November,April,241.64333333333332,Canceled,181-365 Days
HTL017506,City Hotel,Dubai,2025-07-21,2026-01-08,171,2,4,2,0.0,0,BRA,Online TA,TA/TO,0,0,0,H,H,2,Refundable,152.0,0.0,2,Group,SC,6,160.97,0,1,4.47,Canceled,1,2026-01-10,965.84,2.0,6,2025,2026,January,July,482.92,Canceled,91-180 Days
HTL009483,City Hotel,Dubai,2025-12-06,2026-06-06,182,3,1,2,0.0,0,GBR,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,37.0,0.0,0,Transient-Party,Unknown,4,117.37,1,1,4.32,Canceled,1,2026-06-07,469.49,2.0,4,2025,2026,June,December,234.745,Canceled,181-365 Days
HTL021054,City Hotel,Barcelona,2025-03-10,2025-11-16,251,0,1,2,2.0,0,SWE,Online TA,TA/TO,1,0,4,D,D,0,Non Refund,82.0,0.0,0,Contract,BB,1,74.02,1,0,3.62,Canceled,1,2025-11-16,74.02,4.0,1,2025,2025,November,March,18.505,Canceled,181-365 Days
HTL003460,City Hotel,Lisbon,2025-12-28,2026-08-27,242,0,6,2,0.0,0,ARE,Offline TA/TO,TA/TO,0,0,0,D,D,1,Non Refund,112.0,0.0,0,Transient,FB,6,151.4,0,1,4.44,Canceled,1,2026-08-27,908.4,2.0,6,2025,2026,August,December,454.2,Canceled,181-365 Days
HTL016871,Resort Hotel,Maldives,2024-11-03,2025-10-20,351,0,2,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,C,C,3,No Deposit,27.0,0.0,0,Group,FB,2,152.44,1,1,4.27,Canceled,1,2025-10-21,304.87,2.0,2,2024,2025,October,November,152.435,Canceled,181-365 Days
HTL024833,City Hotel,Dubai,2025-07-29,2026-01-26,181,1,5,2,0.0,0,NLD,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,27.0,0.0,0,Transient-Party,FB,6,126.86,0,1,3.25,Canceled,1,2026-02-01,761.18,2.0,6,2025,2026,January,July,380.59,Canceled,181-365 Days
HTL023277,Resort Hotel,Maldives,2025-08-22,2026-05-22,273,2,3,3,0.0,0,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,3.0,0.0,1,Group,FB,5,175.59,1,1,3.36,Canceled,1,2026-05-24,877.96,3.0,5,2025,2026,May,August,292.65333333333336,Canceled,181-365 Days
HTL015814,Resort Hotel,Bali,2025-06-10,2025-09-17,99,1,5,2,1.0,0,NOR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,21.0,0.0,5,Transient,BB,6,234.65,1,0,4.17,Canceled,1,2025-09-17,1407.92,3.0,6,2025,2025,September,June,469.3066666666667,Canceled,91-180 Days
HTL011487,City Hotel,Dubai,2024-02-14,2024-12-20,310,2,5,2,0.0,0,POL,Offline TA/TO,TA/TO,0,0,0,G,G,1,Non Refund,17.0,0.0,0,Contract,Undefined,7,171.69,0,1,3.57,Canceled,1,2024-12-20,1201.86,2.0,7,2024,2024,December,February,600.93,Canceled,181-365 Days
HTL015866,City Hotel,Bali,2024-10-01,2025-08-14,317,0,3,2,2.0,0,BEL,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,28.0,0.0,0,Contract,HB,3,174.41,0,0,3.8,No-Show,1,2025-08-17,523.23,4.0,3,2024,2025,August,October,130.8075,Canceled,181-365 Days
HTL003786,City Hotel,London,2024-03-16,2024-07-24,130,1,3,2,0.0,0,JPN,Direct,Direct,0,0,0,C,C,1,Non Refund,90.0,0.0,0,Transient-Party,SC,4,152.68,0,0,3.83,Canceled,1,2024-07-25,610.71,2.0,4,2024,2024,July,March,305.355,Canceled,91-180 Days
HTL022652,City Hotel,Lisbon,2025-06-15,2026-03-03,261,2,1,2,0.0,0,ITA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,132.0,0.0,0,Contract,FB,3,128.94,1,2,3.99,Canceled,1,2026-03-03,386.81,2.0,3,2025,2026,March,June,193.405,Canceled,181-365 Days
HTL008881,City Hotel,Barcelona,2024-09-17,2025-03-21,185,1,1,2,2.0,0,BRA,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,138.0,0.0,5,Group,SC,2,171.05,0,4,3.58,Canceled,1,2025-03-23,342.11,4.0,2,2024,2025,March,September,85.5275,Canceled,181-365 Days
HTL022756,City Hotel,London,2025-04-05,2025-08-12,129,3,5,1,0.0,0,SWE,Corporate,Corporate,1,0,3,G,G,0,Non Refund,150.0,1030.0,0,Transient-Party,FB,8,187.14,0,3,3.33,Canceled,1,2025-08-20,1497.15,1.0,8,2025,2025,August,April,1497.15,Canceled,91-180 Days
HTL002407,City Hotel,London,2024-05-09,2024-06-30,52,0,3,2,0.0,0,USA,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,23.0,0.0,0,Transient,HB,3,163.87,0,1,4.15,Check-Out,0,2024-06-30,491.61,2.0,3,2024,2024,June,May,245.805,Confirmed,31-90 Days
HTL020700,City Hotel,London,2025-06-19,2025-08-18,60,2,2,2,1.0,0,BRA,Corporate,Corporate,1,0,6,C,C,0,Non Refund,6.0,1076.0,3,Contract,SC,4,116.83,0,0,3.72,Canceled,1,2025-08-19,467.32,3.0,4,2025,2025,August,June,155.77333333333334,Canceled,31-90 Days
HTL001584,City Hotel,Amsterdam,2024-05-18,2024-06-19,32,0,4,3,1.0,0,PRT,Corporate,Corporate,0,0,0,G,G,1,No Deposit,179.0,1047.0,2,Contract,BB,4,161.25,0,0,4.62,Canceled,1,2024-06-22,645.0,4.0,4,2024,2024,June,May,161.25,Canceled,31-90 Days
HTL001939,Resort Hotel,Phuket,2025-02-16,2025-11-09,266,3,1,2,1.0,0,JPN,Groups,Direct,1,0,5,G,G,4,Refundable,74.0,1115.0,7,Transient-Party,Undefined,4,166.17,0,2,3.82,Canceled,1,2025-11-11,664.67,3.0,4,2025,2025,November,February,221.55666666666664,Canceled,181-365 Days
HTL012812,City Hotel,Dubai,2024-05-07,2024-12-05,212,0,2,3,0.0,0,CHN,Offline TA/TO,TA/TO,0,0,0,H,H,0,No Deposit,172.0,0.0,0,Group,SC,2,188.19,0,1,4.1,Canceled,1,2024-12-06,376.39,3.0,2,2024,2024,December,May,125.46333333333332,Canceled,181-365 Days
HTL001675,City Hotel,Lisbon,2025-08-20,2026-03-20,212,2,0,2,0.0,0,CHN,Direct,Direct,1,0,5,C,C,1,No Deposit,1.0,0.0,0,Transient,SC,2,101.25,0,2,3.42,Canceled,1,2026-03-20,202.5,2.0,2,2025,2026,March,August,101.25,Canceled,181-365 Days
HTL001641,City Hotel,Amsterdam,2025-06-13,2025-11-29,169,2,3,2,2.0,0,NLD,Groups,Direct,0,0,0,D,D,1,No Deposit,153.0,1070.0,0,Group,BB,5,51.68,0,1,3.2,Check-Out,0,2025-12-01,258.39,4.0,5,2025,2025,November,June,64.5975,Confirmed,91-180 Days
HTL000281,Resort Hotel,Maldives,2025-05-20,2025-11-08,172,2,4,3,1.0,1,BEL,Direct,Direct,0,0,0,G,E,0,Non Refund,167.0,0.0,0,Contract,SC,6,191.68,0,1,4.05,Canceled,1,2025-11-09,1150.1,5.0,6,2025,2025,November,May,230.01999999999998,Canceled,91-180 Days
HTL020674,City Hotel,Dubai,2025-07-11,2026-03-06,238,0,2,2,0.0,0,NOR,Online TA,TA/TO,1,0,10,F,F,0,No Deposit,170.0,0.0,0,Transient-Party,FB,2,138.06,0,0,3.64,Canceled,1,2026-03-06,276.12,2.0,2,2025,2026,March,July,138.06,Canceled,181-365 Days
HTL024662,City Hotel,Barcelona,2025-10-08,2026-05-18,222,0,2,3,0.0,0,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,174.0,0.0,0,Group,SC,2,138.57,0,2,3.35,Canceled,1,2026-05-20,277.13,3.0,2,2025,2026,May,October,92.37666666666667,Canceled,181-365 Days
HTL020272,Resort Hotel,Goa,2024-02-06,2024-06-22,137,1,3,2,0.0,0,CHN,Online TA,TA/TO,0,0,0,E,E,1,Non Refund,68.0,0.0,0,Group,BB,4,209.08,0,0,3.8,Canceled,1,2024-06-23,836.3,2.0,4,2024,2024,June,February,418.15,Canceled,91-180 Days
HTL012086,Resort Hotel,Goa,2025-07-12,2025-12-07,148,3,2,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,112.0,0.0,0,Transient,SC,5,206.58,0,1,4.39,Canceled,1,2025-12-12,1032.91,2.0,5,2025,2025,December,July,516.455,Canceled,91-180 Days
HTL013416,City Hotel,London,2024-10-05,2025-01-12,99,0,3,1,0.0,0,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,0.0,0,Transient-Party,HB,3,96.29,0,0,3.68,Check-Out,0,2025-01-13,288.86,1.0,3,2024,2025,January,October,288.86,Confirmed,91-180 Days
HTL020817,City Hotel,Barcelona,2025-05-22,2025-08-14,84,1,6,2,0.0,0,AUS,Corporate,Corporate,0,0,0,C,H,0,No Deposit,88.0,1022.0,3,Transient,HB,7,86.4,0,3,3.92,Check-Out,0,2025-08-18,604.79,2.0,7,2025,2025,August,May,302.395,Confirmed,31-90 Days
HTL024193,City Hotel,Lisbon,2025-09-21,2025-11-25,65,0,2,3,2.0,0,CHE,Offline TA/TO,TA/TO,1,0,1,E,E,0,No Deposit,16.0,0.0,0,Transient,BB,2,86.62,0,2,3.53,Canceled,1,2025-11-26,173.24,5.0,2,2025,2025,November,September,34.648,Canceled,31-90 Days
HTL009774,City Hotel,Amsterdam,2024-10-05,2025-08-13,312,1,5,2,0.0,0,ARE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,35.0,0.0,0,Transient-Party,HB,6,138.33,0,2,4.47,No-Show,1,2025-08-15,829.97,2.0,6,2024,2025,August,October,414.985,Canceled,181-365 Days
HTL009428,Resort Hotel,Maldives,2024-10-11,2025-05-16,217,3,2,2,0.0,0,PRT,Corporate,Corporate,0,0,0,G,F,1,No Deposit,127.0,0.0,5,Contract,SC,5,228.79,0,0,3.79,Check-Out,0,2025-05-20,1143.97,2.0,5,2024,2025,May,October,571.985,Confirmed,181-365 Days
HTL007511,City Hotel,Barcelona,2025-10-15,2026-05-10,207,1,0,4,3.0,0,DNK,Online TA,TA/TO,1,0,2,G,G,0,No Deposit,39.0,0.0,0,Transient-Party,HB,1,139.93,0,1,3.97,Check-Out,0,2026-05-11,139.93,7.0,1,2025,2026,May,October,19.990000000000002,Confirmed,181-365 Days
